bbl,deed_a,deed_z,related_a,related_z,related_strict_a,related_strict_z,party_data_a,party_data_z
3034370056,2018010500984001,2022090600599001,0,0,0,0,1,1
3034370062,2017021600971001,,0,0,0,0,1,0
3034370069,2018070500082001,2022102700270002,0,0,0,0,1,1
3034370070,2017112201467001,2022103100449001,0,0,0,0,1,1
3034380037,2016101400102001,2024030700215001,0,0,0,0,1,1
3034390022,2017120401137001,2025071000678001,0,0,0,0,1,1
3034400017,2018020500335001,2022070600509001,0,0,0,0,1,1
3034470019,2016090100923002,2025112600377001,0,0,0,0,1,1
3034470020,2016052001243001,2021071401722001,0,0,0,0,1,1
3034500022,2017031700294001,2022112900316001,0,0,0,0,1,1
3034500030,2016062900644001,2023090500303001,0,0,0,0,1,1
3034690019,2017042600801001,2020120400960003,0,0,0,0,1,1
3034690042,2019122601120001,2025061000793001,0,0,0,0,1,1
3034700015,2016062200886001,2024120300853001,0,0,0,0,1,1
3034720020,,2023080700740001,0,0,0,0,0,1
3034730014,2021090700927001,2025060600611001,0,0,0,0,1,1
3034830036,2016012200302001,2019092000809001,0,0,0,0,1,1
3034870015,2018010900814001,2024062600692001,0,0,0,0,1,1
3034870039,2017062700323001,2023091800473001,0,0,0,0,1,1
3035150049,2017020200264001,2022100300351001,0,0,0,0,1,1
3035150121,2016012900799002,2021081801215003,0,0,0,0,1,1
3035150160,2016081900018001,2023021500456001,0,0,0,0,1,1
3035180008,2018072401007001,2021073000382001,0,0,0,0,1,1
3035250017,2017110300818002,2024110600862001,0,0,0,0,1,1
3035340049,2018021100040001,,0,0,0,0,1,0
3035520051,2019100101089002,2023082200198001,0,0,0,0,1,1
3035520059,2018091300557001,2024032800420001,0,0,0,0,1,1
3035540029,2018110100505001,2023120400346001,0,0,0,0,1,1
3035590008,2019091800411001,2025070400030001,0,0,0,0,1,1
3035590138,2017110701121001,2023060501032001,0,0,0,0,1,1
3035670035,2016101400032002,2025070700456001,0,0,0,0,1,1
3035690041,2018052800017001,2021122300753001,0,0,0,0,1,1
3035690044,2017022700013001,2022032200005001,0,0,0,0,1,1
3035820001,2016100500693001,2020072300884001,0,0,0,0,1,1
3036050105,2018091700939001,2023050400110002,0,0,0,0,1,1
3036130050,2016021101337001,2019100300013001,0,0,0,0,1,1
3036230046,2017022300466001,2024073100502001,0,0,0,0,1,1
3036260107,2018082000337002,2022030101391001,0,0,0,0,1,1
3036280028,2016120600349001,2021111501500001,0,0,0,0,1,1
3036390053,2016021100629001,2019070200919001,0,0,0,0,1,1
3036640038,2016102801197001,2021071100018001,0,0,0,0,1,1
3037040019,2021031500536001,2024101600606001,0,0,0,0,1,1
3037050001,,,0,0,0,0,0,0
3037070032,2016042801090001,2025092000031001,0,0,0,0,1,1
3037200035,2019022501237001,2025021400742001,0,0,0,0,1,1
3037260040,2017030101049001,2023050200438001,0,0,0,0,1,1
3037410014,2018032600361001,2024071100261001,0,0,0,0,1,1
3037410015,2018032300046001,,0,0,0,0,1,0
3037710049,2017092801021001,2021010400317001,0,0,0,0,1,1
3037730107,2016121600359001,2020092300773001,0,0,0,0,1,1
3037730140,2017063000593001,2024082100125001,0,0,0,0,1,1
3037740110,2016112100730002,2021021300110001,0,0,0,0,1,1
3037880030,2021051001334001,2025110600051001,0,0,0,0,1,1
3037890044,2016031100914001,2025033101004001,0,0,0,0,1,1
3037890046,2017042101138001,2022062800158003,0,0,0,0,1,1
3037900012,2016080301471001,2020090900765001,0,1,0,1,1,1
3037900043,2016110701157001,2022060300010001,0,0,0,0,1,1
3037910041,2016091500545002,2021102601481001,0,0,0,0,1,1
3038070030,2019091600890001,2023070700825001,0,0,0,0,1,1
3038070031,2017021300669001,2021020901027001,1,0,1,0,1,1
3038210014,2017051800820001,2022060200650001,0,0,0,0,1,1
3038210019,2017110701275001,2024062600234001,0,0,0,0,1,1
3038290016,2018091000973001,2025062600470001,0,0,0,0,1,1
3038300009,2017062800802001,2023070600241001,0,0,0,0,1,1
3038300033,2019040200223001,2024081500697001,0,0,0,0,1,1
3038340035,2019110100092001,2022122000568001,0,0,0,0,1,1
3038360035,,2023081100717001,0,0,0,0,0,1
3038380067,2017071700496002,2025110300863001,0,0,0,0,1,1
3038410038,2017102000289001,2025071100039001,0,0,0,0,1,1
3038450009,2019012100037001,2025031200420001,0,0,0,0,1,1
3038470140,2017122600092001,2025082000989001,0,0,0,0,1,1
3038550105,2016111200122002,2023010400999001,0,0,0,0,1,1
3038560123,2019011100961001,2024122700747001,0,0,0,0,1,1
3038650060,2017100301349001,2023032300234001,0,0,0,0,1,1
3038860022,2020092100484001,2024010400004001,0,0,0,0,1,1
3038880012,2019032700688001,2025100300300001,0,0,0,0,1,1
3038900403,2017021300325001,2022030700364003,0,0,0,0,1,1
3039120004,2016061501250002,2021041700069001,0,0,0,0,1,1
3039190003,2017103100562001,2024091300548002,0,0,0,0,1,1
3039280006,2016111100368001,2020061200301002,0,0,0,0,1,1
3039330038,2021050301410001,2025071501071001,0,0,0,0,1,1
3039380006,2017042600757001,2021010900047002,0,0,0,0,1,1
3039470032,2016012600958001,2021120500065001,0,0,0,0,1,1
3039520011,2019120700051001,2025052901135001,0,0,0,0,1,1
3039520018,2017082600004001,2022082300773001,0,0,0,0,1,1
3039580045,2021021500444002,2025091200037002,0,1,0,1,1,1
3039650030,2017101900972001,2024022100809001,0,0,0,0,1,1
3039670030,2018102300770001,2023030700420001,0,0,0,0,1,1
3039710050,2016031100549001,2021052701107001,0,0,0,0,1,1
3039770026,2017052400093001,2024022300587001,0,0,0,0,1,1
3039790025,2017101100655002,,0,0,0,0,1,0
3039790038,2021042700696001,2024072400905001,0,0,0,0,1,1
3039820006,2019041801079001,2025020400804003,0,0,0,0,1,1
3039830007,2016041201144001,2021052100979001,0,0,0,0,1,1
3039830028,2019073100366001,2023110601047001,0,0,0,0,1,1
3039880008,2019011600333001,2022062100922001,0,0,0,0,1,1
3039930021,2017060500742001,2024030100463001,0,0,0,0,1,1
3039950024,2019010700118001,2023032300349001,0,0,0,0,1,1
3039960022,,2025031800402001,0,0,0,0,0,1
3039960033,2019072500863001,2022081000541001,0,0,0,0,1,1
3040010007,2017070300803001,2025060200353001,0,0,0,0,1,1
3040020023,2018061300157001,2022012000443001,0,0,0,0,1,1
3040030013,2018122800931001,2024102300831001,0,0,0,0,1,1
3040030113,2019032000309001,2023120800085001,0,0,0,0,1,1
3040060032,2016071400781001,2021010300147001,0,0,0,0,1,1
3040060033,2016102400357001,2024090400786001,0,0,0,0,1,1
3040070028,2017092001333001,2025061100376001,0,0,0,0,1,1
3040080011,2019091700072001,2024031100035001,0,0,0,0,1,1
3040080033,2018102400768001,2025032300039001,0,0,0,0,1,1
3040130109,2016022401198001,,0,0,0,0,1,0
3040140033,2016051100172001,2021080900202001,0,0,0,0,1,1
3040190034,2017040401132002,2022041100274001,0,0,0,0,1,1
3040200020,2016031400856001,2025090900247001,0,0,0,0,1,1
3040210001,2017050900577001,2024102100477001,0,0,0,0,1,1
3040260004,2016040100244001,2023113000753001,0,0,0,0,1,1
3040300010,2018092500344001,2024081400797001,0,0,0,0,1,1
3040340003,2016020201189001,2026010900660001,0,0,0,0,1,1
3040410044,2017010500200001,2025073001029001,0,0,0,0,1,1
3040470102,2016021100599001,2021092900207001,0,0,0,0,1,1
3040480015,2021030301040001,2024110600940001,0,0,0,0,1,1
3040480039,2018101501229001,2022081100931001,0,0,0,0,1,1
3040500140,2019043001009001,2024121100622002,0,0,0,0,1,1
3040520111,2017060601224001,2023050400976001,0,0,0,0,1,1
3040570015,2017120300052001,2023110900499001,0,0,0,0,1,1
3040610006,2019091500024001,2023071600043003,0,0,0,0,1,1
3040610016,2016021601130001,2021060400179001,0,0,0,0,1,1
3040610124,2017010600628001,2023041200895001,0,0,0,0,1,1
3040620129,2017070700973001,2024032600654001,0,0,0,0,1,1
3040630019,2018082500019001,2022050501194001,0,0,0,0,1,1
3040870127,2020013000988001,2024110800718002,0,0,0,0,1,1
3040870128,2022060201428001,2025070700203001,0,0,0,0,1,1
3040880046,2020040200813001,2025090400625001,0,0,0,0,1,1
3040880116,2019062100587001,2024051100029001,0,0,0,0,1,1
3041050129,2016122800867001,2021032000139001,0,0,0,0,1,1
3041050133,2017102501679001,2025122201140002,0,0,0,0,1,1
3041060007,2016071500247001,2021101500831003,0,0,0,0,1,1
3041070075,2020120901150001,2025060500098001,0,0,0,0,1,1
3041110095,2018120500748001,2025010800531001,0,0,0,0,1,1
3041120071,2019021300788002,2023042500180001,1,0,0,0,1,1
3041140056,2018083100524001,2022052400326001,0,0,0,0,1,1
3041150029,2017050200453001,2022060900837001,0,0,0,0,1,1
3041160064,2020052800150001,2025110400667001,0,0,0,0,1,1
3041180044,2021020501060001,2026010800725001,0,0,0,0,1,1
3041180045,2021020501060001,2026010800593001,0,0,0,0,1,1
3041190080,2016122100745001,2020031000603001,0,0,0,0,1,1
3041200039,2018081300305002,2021090101510001,0,0,0,0,1,1
3041210007,,2022031800206001,0,0,0,0,0,1
3041210020,2017100600510001,2022051100898001,0,0,0,0,1,1
3041210044,2016071901225001,2022081900497001,0,0,0,0,1,1
3041230117,2017030800846001,2024102300276002,0,0,0,0,1,1
3041290023,2019102200384001,2026011500916001,0,0,0,0,1,1
3041320056,2019061800383001,2023052400862001,0,0,0,0,1,1
3041340012,2017082201206002,2021061601420001,0,0,0,0,1,1
3041360007,2019031500363001,2023110700274001,0,0,0,0,1,1
3041490031,2016042101051001,2021042301339001,0,0,0,0,1,1
3041520008,2020022401039001,2025052800174001,0,0,0,0,1,1
3041630040,2016051200595001,2021042900297001,0,0,0,0,1,1
3041640053,2019111500005001,2023071800219001,0,0,0,0,1,1
3041650008,2019010700763001,2023120700609001,0,0,0,0,1,1
3041680002,2018051100979002,2025041500170001,0,0,0,0,1,1
3041690012,2018012200595002,2022020800822002,0,0,0,0,1,1
3041720074,2017020700624001,2024011100135001,0,0,0,0,1,1
3041890142,2016012601005001,2025033100881003,0,0,0,0,1,1
3042050025,2020102900377001,2024032700620001,0,0,0,0,1,1
3042060014,2017081701383001,2022050600132001,0,0,0,0,1,1
3042090006,2016121601453001,2022071400569001,0,0,0,0,1,1
3042090016,2018120500588001,2024071700895001,0,0,0,0,1,1
3042120033,2018101600774001,2022121200835001,0,0,0,0,1,1
3042470004,2021102501217002,2025012800970001,0,0,0,0,1,1
3042500048,2018022500051001,2022042200001001,0,0,0,0,1,1
3042620029,2016020300993001,2021113001598001,0,0,0,0,1,1
3042670006,2017012200072001,2022041100404001,0,0,0,0,1,1
3042810021,2019013000429001,2022021801134001,0,0,0,0,1,1
3042900050,2017040700180001,2021032400370001,1,0,1,0,1,1
3042990006,2019112600958002,2025021500015001,0,0,0,0,1,1
3043080014,2016071901133002,2019092300678001,0,0,0,0,1,1
3043080014,2019092300678001,2025011601093001,0,0,0,0,1,1
3043090045,2017020301254001,2022080600032001,0,0,0,0,1,1
3043110110,2020083101116001,2025082400046001,0,0,0,0,1,1
3043120015,2018092000860001,2024041500894001,0,0,0,0,1,1
3043160025,2016010700210001,2026011600915001,0,0,0,0,1,1
3043160038,2016010700361001,2021121301624001,0,0,0,0,1,1
3043210005,2017071700780001,2021100700782001,0,0,0,0,1,1
3043230012,2017042000955001,2021071500713001,0,0,0,0,1,1
3043360013,2018060701199001,2023101100517001,0,0,0,0,1,1
3043590057,2017111301277001,2021060201593001,0,0,0,0,1,1
3043600010,2016020200493001,2023062300772001,0,0,0,0,1,1
3044190029,2021101800821001,2025042300370001,0,0,0,0,1,1
3044530057,2020051500370001,2023080200547002,0,0,0,0,1,1
3044550054,2018121901454004,2022060700989001,0,0,0,0,1,1
3044550056,2018121901454002,2022100500875001,0,0,0,0,1,1
3044550058,2017082900557001,2022101800238001,0,0,0,0,1,1
3044570067,2020031900524001,2025101700668001,0,0,0,0,1,1
3044760059,2018122400050001,2025062300891001,0,0,0,0,1,1
3044800145,2016102500914001,2022100400785001,0,0,0,0,1,1
3044800147,2016031700956001,2023122300013001,0,0,0,0,1,1
3044810054,2016070600689001,2021031100450001,0,0,0,0,1,1
3044970051,2017040601058001,2024072900297002,0,0,0,0,1,1
3045140126,2016110800370001,2020052600669001,0,0,0,0,1,1
3045280008,2019120600688001,2024060700504001,0,0,0,0,1,1
3045930051,2016090700018001,2024092500627001,0,0,0,0,1,1
3045950114,2019092700701001,2024030100608001,0,0,0,0,1,1
3045970013,2017071901215001,2025030600715001,0,0,0,0,1,1
3046070001,2017032301055001,2022011700360001,0,0,0,0,1,1
3046100044,2016072000214001,,0,0,0,0,1,0
3046100061,2018082100632001,2021102700377001,0,0,0,0,1,1
3046240034,2016121200749001,2022122900487001,1,0,1,0,1,1
3046410026,2016032100844001,2022060800009001,0,0,0,0,1,1
3046460025,2019120900829001,2024071100606001,0,0,0,0,1,1
3046510055,2018120700312001,2025072200160001,0,0,0,0,1,1
3046570025,2017122700558001,2024071700308001,0,0,0,0,1,1
3046570037,2017082800040001,2025061000354001,0,0,0,0,1,1
3046580044,2016110100101001,2022060100091001,0,0,0,0,1,1
3046740028,2019090600692001,2025090900098001,0,0,0,0,1,1
3046750050,2017072101162002,2024070800745001,0,0,0,0,1,1
3046890053,2018040400450002,2023020900160001,0,0,0,0,1,1
3046900035,2020050800488001,2023062800663001,0,0,0,0,1,1
3046930015,2016032500804001,2019102400876001,0,0,0,0,1,1
3047020038,2019041600877001,2024121700898001,0,0,0,0,1,1
3047030030,2016060100589002,2019102900855001,0,0,0,0,1,1
3047100026,2016071101134002,2019090600754002,0,0,0,0,1,1
3047230041,2016080901332001,2021090201303001,0,0,0,0,1,1
3047240017,2019062300017001,2025082600900001,0,0,0,0,1,1
3047320014,2018111200156001,2025012100486001,0,0,0,0,1,1
3047360041,2019042500241001,2022110300770002,0,0,0,0,1,1
3047380013,2019080501380001,2025060300762001,0,0,0,0,1,1
3047590049,2016120900549001,2022082800020003,0,0,0,0,1,1
3047620006,2018081700379001,2021113001291001,0,0,0,0,1,1
3047810007,2020021900265001,2023110200512001,0,0,0,0,1,1
3047820077,2020110400236001,2024053000366001,0,0,0,0,1,1
3047960044,2018102400820001,2022031800033001,0,0,0,0,1,1
3047970012,2018121200018002,2022062700662001,0,0,0,0,1,1
3047970071,2017013001402001,2022091500257001,0,0,0,0,1,1
3048030030,,2025010700749001,0,0,0,0,0,1
3048030050,2017082800403001,2022030700866001,0,0,0,0,1,1
3048050047,2019070201138001,2024062000506001,0,0,0,0,1,1
3048050051,2017042800394001,2025043000295001,0,0,0,0,1,1
3048090071,2016111400991001,2022090200819005,0,0,0,0,1,1
3048140036,2016060201150001,2020092100903001,0,0,0,0,1,1
3048140060,2018022000891001,2024102101186001,0,0,0,0,1,1
3048190029,2016022500372001,2024101300035001,0,0,0,0,1,1
3048260079,2019080500193001,2024011700556001,0,0,0,0,1,1
3048370075,2019121700546001,2024040700001001,0,0,0,0,1,1
3048500026,2016072600247001,2020110800020001,0,0,0,0,1,1
3048550053,2016040600486001,2022071200850003,0,0,0,0,1,1
3048560049,2017081500401001,2022070600110002,0,0,0,0,1,1
3048590012,2016070800454001,2021081900607003,0,1,0,1,1,1
3048690030,2017071200746002,2022123000688001,0,0,0,0,1,1
3048720029,,2024122700534001,0,0,0,0,0,1
3048740025,2020030200305001,2024100901035001,0,0,0,0,1,1
3048780050,2018051000241001,2021071201318001,0,0,0,0,1,1
3048810024,2018121400025001,2022060300626001,0,0,0,0,1,1
3048840045,2019120601104005,2023122600395010,0,0,0,0,1,1
3048840046,2018052400199003,2025012800537001,0,0,0,0,1,1
3048840060,2018052300293004,2025053000495001,0,0,0,0,1,1
3048850035,2016070501204002,2022080500157001,0,0,0,0,1,1
3048850063,2018090700802001,2022101100966001,0,0,0,0,1,1
3048860015,2019061400010001,2025040100172001,0,0,0,0,1,1
3048860053,2016112301081001,2025042800402001,0,0,0,0,1,1
3048860056,2020022600385001,2023101300320001,0,0,0,0,1,1
3048870045,2016122701479001,2021020200614003,0,0,0,0,1,1
3048880027,2018010300607001,2022080100866001,0,0,0,0,1,1
3048880058,2017013100577001,2023122900456001,0,0,0,0,1,1
3048880062,2016050200499002,2021050600244001,0,0,0,0,1,1
3048920021,2018082900048001,2023062200012001,0,0,0,0,1,1
3048920041,2017121801175001,,0,0,0,0,1,0
3048920046,,2025060500635001,0,0,0,0,0,1
3048930060,2017043000078001,2023041200026001,0,0,0,0,1,1
3049010021,2021042700319003,2025052200360001,0,0,0,0,1,1
3049010044,2016110900339001,2024070900576001,0,0,0,0,1,1
3049020004,2019101700769002,2023092600872001,0,0,0,0,1,1
3049030050,2017040500720001,2022011901369001,0,0,0,0,1,1
3049160035,2017080200744001,2022082400591001,0,0,0,0,1,1
3049160056,2016102500493001,2025071600869003,0,0,0,0,1,1
3049170037,2019091000920002,2023062300690001,0,0,0,0,1,1
3049200023,2017101600504002,2024071900368001,0,0,0,0,1,1
3049310024,2019050100738001,2024031200605001,1,0,1,0,1,1
3049320028,2016042400161001,2021071900111001,0,0,0,0,1,1
3049320057,2017042000064001,2020120800382001,0,0,0,0,1,1
3049330065,2016040700991001,2019112000661003,0,0,0,0,1,1
3049380008,2018112300059001,2023062000463001,0,0,0,0,1,1
3049380023,2020011000290004,,0,0,0,0,1,0
3049480037,2018012301004001,2023050500474001,0,0,0,0,1,1
3049490017,2018041700023001,2025120400737001,1,0,1,0,1,1
3049560028,2019071900388001,2025081400686003,0,0,0,0,1,1
3049570079,2017092900094001,2023060700231001,0,0,0,0,1,1
3049590038,2016062500059001,2025060900970001,0,0,0,0,1,1
3049610033,2017052500259001,2021091000929001,0,0,0,0,1,1
3049670001,2016121901208002,2024050900739001,0,0,0,0,1,1
3049670029,2017072600809003,2024052800750001,0,0,0,0,1,1
3049680009,2017072601275001,2021030500815001,0,0,0,0,1,1
3049730003,2017013101328001,2024050800688001,0,0,0,0,1,1
3049740067,2020033100295001,2024070100189001,0,0,0,0,1,1
3049750013,2016061302564001,2021030500368001,0,0,0,0,1,1
3049750027,2017011500077001,2022072901056001,0,0,0,0,1,1
3049760074,2021011100739001,2024051300887001,0,0,0,0,1,1
3049800044,2017021301166001,2024062300011001,0,0,0,0,1,1
3049900033,,2021041300531001,0,0,0,0,0,1
3049940052,2017011100451001,2020062400785001,0,0,0,0,1,1
3049940055,2016112300150002,2023022100496001,0,0,0,0,1,1
3049940057,2017091100991001,2023080300630001,0,0,0,0,1,1
3049970016,2016042900584001,2020021000990001,0,1,0,1,1,1
3050000007,2017070500494001,2022062300792001,0,0,0,0,1,1
3050000015,2016062102193001,2022032101518001,0,0,0,0,1,1
3050000016,2016062102505001,2022032101469001,0,0,0,0,1,1
3050090017,,2021011200257003,0,0,0,0,0,1
3050100057,2018090500337001,2023071200234003,0,0,0,0,1,1
3050110029,2018123000035001,2024090400594001,0,0,0,0,1,1
3050120048,2021091000451001,2025012200059001,0,0,0,0,1,1
3050300029,2018102500005001,2025052000384001,0,0,0,0,1,1
3050330051,2016021201348001,2025011300092001,0,0,0,0,1,1
3050370043,2021061400602001,2024102300583001,0,0,0,0,1,1
3050450068,2019072301333001,2025032400207001,0,0,0,0,1,1
3050470029,2016081600293001,2021051700187003,0,0,0,0,1,1
3050490027,2017072001193001,2021092300027001,0,0,0,0,1,1
3050540052,2021041900504004,2024100100237004,0,0,0,0,1,1
3050550080,2016091600573002,2022071200424002,0,0,0,0,1,1
3050710042,2021092001021002,2025101500486001,0,0,0,0,1,1
3050860081,2017050800557001,2025111300708001,0,0,0,0,1,1
3050860082,2017053101308001,2021012101215001,0,0,0,0,1,1
3050870006,2017021400993002,2025110300945002,0,0,0,0,1,1
3050870073,2019071000171001,2025030300931001,0,1,0,1,1,1
3050900041,2018101100082001,2024091700434001,0,0,0,0,1,1
3051010024,2016093000509001,2025100100562001,0,0,0,0,1,1
3051020107,2016031800083002,2022060701015001,0,0,0,0,1,1
3051020107,2022060701015001,2025100100496001,0,0,0,0,1,1
3051140009,2016022401031001,2019032500016001,0,0,0,0,1,1
3051150059,2018071200509003,2021081500051001,0,0,0,0,1,1
3051180052,2019072900669002,2022121900653003,0,0,0,0,1,1
3051270061,2017072600002001,2020120800472002,0,0,0,0,1,1
3051270149,2017092600338001,2022061500851001,0,0,0,0,1,1
3051300222,2017080901701001,2024060500962001,0,0,0,0,1,1
3051320035,2016030500150001,2019121901232001,0,0,0,0,1,1
3051360068,2022060200248003,2025051500431001,0,0,0,0,1,1
3051380014,2018092500585001,2025072400086003,0,0,0,0,1,1
3051380111,2020011000186001,2025091800621001,0,0,0,0,1,1
3051400045,2016122800437001,2022092700851001,0,0,0,0,1,1
3051410005,2017060100621001,2023091200851001,0,0,0,0,1,1
3051410088,2019042600294001,2023050500285002,0,0,0,0,1,1
3051420073,2020021400639001,2025031000438001,0,0,0,0,1,1
3051460028,2020020300510001,2025102300755001,0,0,0,0,1,1
3051540019,,2022020400392003,0,1,0,0,0,1
3051600041,,2020100600089003,0,0,0,0,0,1
3051670081,2016092100864001,2025111800337001,0,0,0,0,1,1
3051680004,2018111600768001,2021111200657001,0,0,0,0,1,1
3051700043,2019121300092001,2025041800427002,0,0,0,0,1,1
3051730023,2019120601104004,2023122600395011,0,0,0,0,1,1
3051730069,2018062900372002,2023021000227002,0,0,0,0,1,1
3051750015,2017092901406001,2025052900783003,0,0,0,0,1,1
3051750029,2021040101066001,2025032600523001,0,0,0,0,1,1
3051750050,2017022700281002,2020030200846003,0,0,0,0,1,1
3051800072,2017030101087001,2022012401106002,0,0,0,0,1,1
3051900031,2017042100629001,2021011100969001,0,0,0,0,1,1
3051930034,2019031300902001,2025122300759001,0,1,0,1,1,1
3051950011,2019120601104003,2023122600395012,0,0,0,0,1,1
3052030049,2021081100271001,2025060600373002,0,0,0,0,1,1
3052090010,2016110400442001,2022071200757001,0,0,0,0,1,1
3052090016,2016101301050001,2020013001289002,0,0,0,0,1,1
3052150032,2019072600479001,2022110100767001,0,0,0,0,1,1
3052160022,2018030600157001,2023032300069001,0,0,0,0,1,1
3052230050,2016113001254001,2020012000352001,0,0,0,0,1,1
3052260023,2020011700067001,2024030300040001,0,0,0,0,1,1
3052300008,2017011100574001,2022072200896001,0,0,0,0,1,1
3052300014,2018062000043001,2023081800540001,0,0,0,0,1,1
3052300079,2018102200388002,2025041000470001,0,0,0,0,1,1
3052300114,2020022701020001,2024070900751001,0,0,0,0,1,1
3052380021,2017012700785001,2022081601300001,0,0,0,0,1,1
3052400080,2022082300364001,2025082500598001,0,0,0,0,1,1
3052600024,2018112700303003,2024071000521001,0,0,0,0,1,1
3052660007,2016052700714001,2024061300128001,0,0,0,0,1,1
3052670029,2018121801627002,2022062600005001,0,0,0,0,1,1
3052680051,2022110200864001,2025123100594001,0,0,0,0,1,1
3052700001,2018020500316001,2022041800767002,0,0,0,0,1,1
3052850023,2019051600580001,2025050800652001,0,1,0,1,1,1
3052900008,2017032200036001,2025091601120001,0,0,0,0,1,1
3053080011,2017043000009001,2022042700458001,0,0,0,0,1,1
3053120026,2022072000785001,2025120400885001,0,0,0,0,1,1
3053230070,2018032900086001,2021051201114001,0,0,0,0,1,1
3053250037,2016121600308002,2022020700233001,0,1,0,1,1,1
3053260026,2017090500862001,2021052400825001,0,0,0,0,1,1
3053300049,2016071201604001,2022072900395001,0,0,0,0,1,1
3053300050,2019080701196001,2025032600667001,0,0,0,0,1,1
3053350052,2017072701482001,2020082600567001,0,0,0,0,1,1
3053380001,2017072100700001,2021050501245003,0,0,0,0,1,1
3053530011,2016071201036001,2023050100595001,0,0,0,0,1,1
3053610048,2016032800383001,2020092401120004,0,0,0,0,1,1
3053710063,2016011100681001,2021121301431001,0,1,0,1,1,1
3053760014,2016101900567001,2021061000310001,0,0,0,0,1,1
3053800060,2019060400279001,2022110800736001,0,0,0,0,1,1
3053810084,2017011801197001,2021020100219002,0,0,0,0,1,1
3053830030,2018073100018001,2025090400281001,0,0,0,0,1,1
3053870076,2019021100525001,2025080600636001,0,0,0,0,1,1
3053910035,2016091300057002,2025040701048001,0,0,0,0,1,1
3053910046,2016082200801001,2021081200730001,0,0,0,0,1,1
3053960025,2021031001273001,2025093000532001,0,0,0,0,1,1
3054020055,2020120900442003,2024022700340002,0,0,0,0,1,1
3054190024,2018101500663001,2025020300033001,0,0,0,0,1,1
3054200035,2017010500282001,2024013000755001,0,0,0,0,1,1
3054210142,2018020800020001,2025042900731001,1,0,1,0,1,1
3054220014,2017051200100001,2023112100149002,0,0,0,0,1,1
3054230012,2016060900309001,2023012600789001,0,0,0,0,1,1
3054250025,2019040300652001,2022051900179001,0,0,0,0,1,1
3054480050,2017051700050001,2024040200897001,0,0,0,0,1,1
3054490026,2018060400454002,2024111800387001,0,0,0,0,1,1
3054530036,2016092600640001,2022060101018001,0,0,0,0,1,1
3054600003,2017100300053001,2022120500195001,0,0,0,0,1,1
3054660014,2019061200401001,2024030600027001,0,0,0,0,1,1
3054760035,2021111000694001,2025060500628001,0,0,0,0,1,1
3054800059,2017020800638001,2022042501027001,0,0,0,0,1,1
3054830087,2016090500006001,2021042601118001,0,1,0,1,1,1
3054840001,2019030400090001,2023091200955001,0,0,0,0,1,1
3054860044,2018050800064001,2021091300270002,0,0,0,0,1,1
3054920027,2017120700605001,2022050900785001,0,0,0,0,1,1
3054940148,2016010700282001,2022020401090001,0,0,0,0,1,1
3054950885,2016033100688001,2021110800925001,0,0,0,0,1,1
3054950902,2018042700401001,2024110600068001,0,0,0,0,1,1
3054951035,2016072000687002,2021021001135001,0,0,0,0,1,1
3054951041,2020010200054001,2025060400887002,0,0,0,0,1,1
3055000006,2018090600632001,2024073100739001,0,0,0,0,1,1
3055000050,2018022000500001,2024070800835001,0,0,0,0,1,1
3055010051,2016081001278001,2024051500966001,0,0,0,0,1,1
3055110008,2016072100338002,2021050500334001,0,0,0,0,1,1
3055140035,2017013000136001,2021050500023001,0,0,0,0,1,1
3055150022,2016102700265001,2022022400229001,0,0,0,0,1,1
3055150041,2020101500393001,2025092400124001,0,0,0,0,1,1
3055190022,2017080801652001,2021032500398001,0,0,0,0,1,1
3055220056,2018091700912001,2021112201011001,0,0,0,0,1,1
3055240029,2017060600456002,2021102600476001,0,0,0,0,1,1
3055250004,2017020700540002,2020070800415001,0,0,0,0,1,1
3055280044,2023030100810001,2025120900708001,0,0,0,0,1,1
3055380064,2019061300489001,2025110700118001,0,0,0,0,1,1
3055400058,2016120600612002,2021111500494001,0,0,0,0,1,1
3055440042,2018103101063001,2022110400447001,0,0,0,0,1,1
3055490060,2018061900035001,2025031400043001,0,0,0,0,1,1
3055520130,2016082300134001,2023042100485001,0,0,0,0,1,1
3055790049,2018112100979001,2023062601000001,0,0,0,0,1,1
3055840051,2016020100517001,2022041500444001,0,0,0,0,1,1
3055880015,2017010600358001,2024022700451001,0,0,0,0,1,1
3055970016,2019081500292001,2023120600440001,0,0,0,0,1,1
3056020007,,2022081800235001,0,0,0,0,0,1
3056050011,2021021101165001,2024090300460001,0,0,0,0,1,1
3056050040,2016101301206004,2021102500501001,0,0,0,0,1,1
3056100018,2017010600384001,2024080800513001,0,0,0,0,1,1
3056120015,2018062701417001,2023060200682001,0,0,0,0,1,1
3056260047,2018120300556001,2025030400974001,0,0,0,0,1,1
3056270001,2017011000365002,2021050500954001,0,0,0,0,1,1
3056370018,2018122600751001,2025100500088001,0,0,0,0,1,1
3056370061,2021030201207001,2025121000936001,0,0,0,0,1,1
3056520013,2020033000453001,2026011100033001,0,0,0,0,1,1
3056580052,2016122901203001,2022053100326001,0,0,0,0,1,1
3056590014,2017060201224001,2021080400567002,0,0,0,0,1,1
3056590020,2020051501042002,2025032200027001,0,0,0,0,1,1
3056650015,2016100300464002,2024062401161001,0,0,0,0,1,1
3056700074,2020091700385001,,0,0,0,0,1,0
