bbl,sale_date,deed,nearest_gap_days,nearest_ties,amount_match_1pct,dof_price,document_amount
2026620035,2021-08-05,2021082600967001,0.0,1,True,480000.0,480000.0
2026620042,2016-02-16,2016021700717001,0.0,1,True,545000.0,545000.0
2026620042,2024-06-24,2024070200703001,0.0,1,True,930000.0,930000.0
2026630027,2019-04-15,2019041801565001,0.0,1,True,915000.0,915000.0
2026630027,2024-07-05,2024071600772001,0.0,1,True,2200000.0,2200000.0
2026640051,2016-03-24,2016032901071001,0.0,1,True,350000.0,350000.0
2026640051,2021-05-13,2021060700082001,0.0,1,True,525000.0,525000.0
2026750013,2016-04-07,2016041100547001,0.0,1,True,560000.0,560000.0
2026750013,2024-04-18,2024050100005001,0.0,1,True,920000.0,920000.0
2026840142,2017-01-24,2017020701081001,0.0,1,True,538000.0,538000.0
2026840142,2021-05-13,2021052500441001,0.0,1,True,775000.0,775000.0
2026870116,2019-09-26,2019100300555001,0.0,1,True,520000.0,520000.0
2026870116,2024-01-19,2024020900386001,0.0,1,True,700000.0,700000.0
2026880080,2019-10-31,2019111200968001,0.0,1,True,985000.0,985000.0
2026880080,2024-07-18,2024072400701001,0.0,1,True,999999.0,999999.0
2026910014,2020-09-15,2020091800671001,0.0,1,True,625000.0,625000.0
2026910014,2025-05-20,2025052800489001,0.0,1,True,1700000.0,1700000.0
2026950030,2019-07-22,2019080100644001,0.0,1,True,490000.0,490000.0
2026950030,2023-04-26,2023050100732001,0.0,1,True,962800.0,962800.0
2027000013,2020-12-15,2020122300032001,0.0,1,True,485000.0,485000.0
2027000013,2025-04-21,2025042900268001,0.0,1,True,540000.0,540000.0
2027040021,2017-02-07,2017021700484001,0.0,1,True,650000.0,650000.0
2027040021,2020-03-06,2020031800692001,0.0,1,True,740000.0,740000.0
2027190039,2018-07-30,2018080101180001,0.0,1,True,399000.0,399000.0
2027190039,2024-07-26,2024080100564001,0.0,1,True,1390000.0,1390000.0
2027310004,2016-03-01,2016030301233001,0.0,1,True,489000.0,489000.0
2027310004,2020-06-17,2020071500430001,0.0,1,True,1149796.0,1149796.39
2027310004,2023-11-21,,0.0,2,False,375000.0,0.0
2027450049,2020-03-02,2020031701088001,0.0,1,True,700000.0,700000.0
2027450049,2025-09-25,2025100500021001,0.0,1,True,1100000.0,1100000.0
2027480012,2016-06-10,2016061401746001,0.0,1,True,810000.0,810000.0
2027480012,2024-04-26,2024050700595001,0.0,1,True,1280000.0,1280000.0
2027540137,2017-01-27,2017020301217001,0.0,1,True,630000.0,630000.0
2027540137,2021-02-19,2021031500206001,0.0,1,True,813000.0,813000.0
2027580013,2017-03-16,2017032100007001,0.0,1,True,550000.0,550000.0
2027580013,2024-04-05,2024041100633001,0.0,1,True,850000.0,850000.0
2027610111,2017-12-19,2018010200754001,0.0,1,True,460000.0,460000.0
2027610111,2023-09-29,2023100600609001,0.0,1,True,1350000.0,1350000.0
2027610465,2017-04-18,2017041901208001,0.0,1,True,670000.0,670000.0
2027610465,2025-01-27,2025021700121001,0.0,1,True,1250000.0,1250000.0
2027650165,2017-10-12,2017101800539001,0.0,1,True,700000.0,700000.0
2027650165,2025-05-30,2025060400478001,0.0,1,True,831855.0,831855.0
2027650210,2016-10-07,2016101900897001,0.0,1,True,400000.0,400000.0
2027650210,2024-10-08,2024101600096001,0.0,1,True,1280000.0,1280000.0
2027650282,2017-12-27,2018010900056002,0.0,1,True,390000.0,390000.0
2027650282,2022-10-25,2022102700996001,0.0,1,True,555000.0,555000.0
2027650308,2018-01-18,2018012401515001,0.0,1,True,520000.0,520000.0
2027650308,2025-12-10,2025122901073001,0.0,1,True,962500.0,962500.0
2027820039,2019-12-26,2019122701173001,0.0,1,True,650000.0,650000.0
2027820039,2025-12-22,2025123100121001,0.0,1,True,996000.0,996000.0
2027820091,2018-03-29,2018041100179001,0.0,1,True,400000.0,400000.0
2027820091,2024-02-07,2024021600838001,0.0,1,True,747400.0,747400.0
2027820092,2019-06-28,2019070300629001,0.0,1,True,310000.0,310000.0
2027820092,2022-11-14,2022112901242001,0.0,1,True,555000.0,555000.0
2027820131,2018-10-29,2018103100698001,0.0,1,True,615000.0,615000.0
2027820131,2023-07-27,2023080200702001,0.0,1,True,705000.0,705000.0
2027820142,2017-06-23,2017071200732001,0.0,1,True,490000.0,490000.0
2027820142,2025-05-22,2025052800420001,0.0,1,True,1080000.0,1080000.0
2027820145,2016-01-22,2016013000007001,0.0,1,True,525000.0,525000.0
2027820145,2021-04-08,2021041901086002,0.0,1,True,670000.0,670000.0
2027830013,2016-12-28,,0.0,2,False,308700.0,0.0
2027830013,2020-07-20,2020080600952001,0.0,1,True,480000.0,480000.0
2027830070,2016-05-09,2016051700227001,0.0,1,True,510000.0,510000.0
2027830070,2021-11-24,2021121400964001,0.0,1,True,1225000.0,1225000.0
2027830074,2016-03-10,2016031701051001,0.0,1,True,395000.0,395000.0
2027830074,2021-02-24,2021030300356001,0.0,1,True,625000.0,625000.0
2027830080,2022-04-07,2022041100808001,0.0,1,True,689000.0,689000.0
2027830080,2025-12-15,2025121800910001,0.0,1,True,999999.0,999999.0
2027830085,2019-10-31,2019111200175001,0.0,1,True,462313.0,462313.31
2027830085,2023-08-28,2023090800519002,0.0,1,True,640000.0,640000.0
2027840057,2019-02-21,2019022700141001,0.0,1,True,585000.0,585000.0
2027840057,2025-05-15,2025052800078001,0.0,1,True,1141000.0,1141000.0
2027850070,2018-05-22,2018052900217001,0.0,1,True,485000.0,485000.0
2027850070,2022-03-11,2022031700665001,0.0,1,True,570000.0,570000.0
2027940061,2017-09-08,2017092201145001,0.0,1,True,415000.0,415000.0
2027940061,2025-07-14,2025072100341001,0.0,1,True,1370000.0,1370000.0
2028000077,2016-11-21,2016120100997001,0.0,1,True,585000.0,585000.0
2028000077,2025-03-19,2025032700913001,0.0,1,True,1250000.0,1250000.0
2028000090,2017-05-08,2017051800532001,0.0,1,True,585000.0,585000.0
2028000090,2021-03-24,2021042300887001,0.0,1,True,870000.0,870000.0
2028000090,2024-11-06,2024111900516003,0.0,1,True,999000.0,999000.0
2028020032,2019-06-04,2019061600022001,0.0,1,True,600000.0,600000.0
2028020032,2023-01-31,2023020700225001,0.0,1,True,845000.0,845000.0
2028070010,2016-12-16,2017011101210002,0.0,1,True,499999.0,499999.0
2028070010,2021-01-19,,0.0,2,False,630977.0,0.0
2028110032,2018-05-04,2018050701188001,0.0,1,True,780000.0,780000.0
2028110032,2022-02-11,2022022401446001,0.0,1,True,938000.0,938000.0
