threshold,window_width,change_2017_vs_2016,change_2018_vs_2016,wald_chi2,df,p_value,interpretation
1000000,50000,0.3368697943753618,0.09434932009141161,7.29941213814179,2,0.025998769498252656,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
2000000,50000,0.11046654056610221,0.2897096811068349,2.827828917776231,2,0.24318946237278807,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
3000000,50000,0.14435630952179218,0.3676816433393651,2.0312136437837665,2,0.3621825828151341,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
1000000,100000,0.12849512488347314,-0.03009851019760923,4.309320515365646,2,0.11594257452123709,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
2000000,100000,-0.026320324723733135,0.13338901057579372,1.8055705310636,2,0.40543883084147847,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
3000000,100000,-0.17709980498507696,-0.04037420116211332,1.0483469599015482,2,0.5920444988475735,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
1000000,150000,0.105308017764141,-0.005851900380424824,4.349089464838621,2,0.11365988755551874,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
2000000,150000,-0.038935458688747315,0.05268486321377849,0.6910269672217301,2,0.7078567872740426,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
3000000,150000,-0.08685852834059513,-0.007351454724039197,0.39241105850390817,2,0.8218433044791393,"Joint pre-period stability diagnostic, not proof of parallel counterfactual evolution."
