ols,huber,trim_1_99,trim_2.5_97.5
0.006691613087705614,-0.006192444880359416,-0.006035120350819063,-0.007479526990466457
0.0027114971376750088,-0.006185466892336226,-0.006469975560024235,-0.006374752745898736
0.006981332377364717,-0.005654435929861423,-0.007260716027414356,-0.009611458646885583
0.009366543001040416,-0.002811556701134554,-0.0005830436383571533,-0.0036505833962799925
0.0022890645567928292,-0.008267582399776218,-0.008080295230142072,-0.008423668298851758
0.011153678325108954,-0.0031532284997370557,-0.0005543313816171667,-0.0038105102430372037
0.00869279071237394,-0.0063623932709257055,-0.004651111532561361,-0.008324090819319195
-0.002797242115539302,-0.008996534593846646,-0.008554143403153405,-0.007647177174408324
-0.0012076888013416052,-0.008933698087620647,-0.011468866253368255,-0.009697707464193756
0.005539829275143616,-0.006233734931421308,-0.006125718209101899,-0.007970308829086803
0.011917831233275486,0.00023612486032637946,-0.0023355298871550593,-5.742314576337318e-05
-0.0025548572586998634,-0.007349558965254079,-0.006463170598466184,-0.007751747864084872
0.00813589475812696,-0.005376838518864564,-0.004765676755388885,-0.00465783500793496
0.012614325864962882,-0.0033368058943978158,-0.0020723854720318324,-0.004026362335303877
0.00798553197401167,-0.0038302056947462195,-0.0019739479916773502,-0.0028136192444688144
0.0063077348454128965,-0.007904965018199987,-0.007517511612468587,-0.00853726170163582
0.009640888831141156,-0.003538157637372437,-0.0032360741726828847,-0.005484220541385643
0.010916252431194939,-0.0020673478454606826,-0.0018703275455539986,-0.0016375158915646274
0.003734529160520409,-0.005480542993320223,-0.007947389982793271,-0.006802245168203676
0.010721370361650828,-0.006156903487597665,-0.006318736980559997,-0.007147242724793335
0.005400933176163743,-0.006175407979725045,-0.007770130429909603,-0.008631217450634643
0.004632850827926801,-0.006271999884841722,-0.00727002824074957,-0.009097244125857742
0.013732029390021733,-0.0012925316243845926,0.00018665655814292803,-0.003105777305994769
0.007752712923584718,-0.007103045655136762,-0.006867522226759218,-0.008699623088158396
0.011694196519521017,-0.004019284925589298,-0.002274128991923258,-0.005671510166961039
0.006845483073559768,-0.004776332069882891,-0.004582887112296169,-0.006539102195872072
0.008873137303197883,-0.00480003616075413,-0.0035443653775467294,-0.00550109609227088
0.00993197033682168,-0.004026002635947639,-0.004775536717400523,-0.005788902103761248
0.005013772351480778,-0.007532334041013151,-0.005231632866937767,-0.00829072828329509
0.00717476267086671,-0.005009646883082262,-0.0034312118950374972,-0.005221947188022626
0.008595152996494762,-0.004831133769839081,-0.003206724832836713,-0.0074928520355223936
0.005676176915523393,-0.007584346795549474,-0.008094350455596113,-0.008805752542094272
0.008833434202776842,-0.005798632809227036,-0.0070190443405638205,-0.008400458555250514
0.006837353278002261,-0.004313383491477555,-0.004001208455364178,-0.004851064182664439
0.0002632060557836431,-0.008570624058427038,-0.008773143275643065,-0.010247366685069276
0.016693337489466484,-0.0003491344188523639,0.001069881675322357,-0.0015961559371735245
0.007358789084385519,-0.006933998894207051,-0.005008839234761798,-0.008085062935479694
0.005342066070068399,-0.004723151096719885,-0.0031045268767653606,-0.00505242925119206
0.008986719273381965,-0.001983655131754877,-0.0038761571596655463,-0.00505493287809106
0.011386368299382683,-0.0021205577751328432,-0.001494558553068772,-0.0020769465896101516
0.006717870486391845,-0.005703268654492067,-0.00645533565673089,-0.0054960089614604956
0.006731178039937965,-0.0032847162607630665,-0.0012340152982584052,-0.00619363408558248
0.009123312448278648,-0.0058263805129180665,-0.004204932718898212,-0.008523750661310961
0.00905406291391722,-0.004932791086057307,-0.003842758288629376,-0.008525578178523896
0.007461906024058456,-0.006666377667699395,-0.0052329753834616235,-0.006974036448801857
0.0019336895482779124,-0.007780319330839888,-0.006179140754662316,-0.006574737889786011
0.010139600341094764,-0.0037320363728574517,-0.002096092095764054,-0.003434963858788336
0.0035757659167232007,-0.0065920485157643545,-0.0032780126572204416,-0.005904297933084409
0.004159288065229725,-0.006937667057767908,-0.005715968866866486,-0.008541687391047112
0.0019879333523996536,-0.008477270429647112,-0.005942400416317065,-0.009659033812572897
0.014185243400285886,-0.001783559451372947,0.00016640795059035131,-0.0035247095269174992
0.01069551663402295,-0.0050154821511240125,-0.0039009853749052558,-0.007455871392719008
0.005144139551052086,-0.007515083019667482,-0.006640077869913762,-0.008259497183006406
0.011824412609846648,-0.004025104021727688,-0.004842809105121868,-0.0050292637414142815
0.003015108229437058,-0.004526068592490606,-0.005273960068393344,-0.005987222912240967
0.01067767906982106,-0.005200939971144051,-0.004611020959526291,-0.006010120274890038
0.008017185976435331,-0.0031523456607862625,-0.00335034716510737,-0.005260285939058392
0.009256391907447852,-0.001385821676926166,0.0003030595318064748,-0.0019277506699002618
0.016616591170199542,-0.0010076494579096995,0.0005314361362031479,-0.002991207737631805
0.0004120527210063728,-0.006260388765869486,-0.006450562706372857,-0.0034206005775114473
-0.006504854506454539,-0.011260924815596709,-0.012582779800896136,-0.010144562903483912
0.004413927645538486,-0.007032126900964661,-0.0041494319229672715,-0.008857353594321521
0.009297615071013583,-0.003775241540521085,-0.004572306064110085,-0.006008707521357145
0.008914431992156798,-0.0025666203632062922,-0.002735178469385141,-0.0031734491272491848
0.008339082319684141,-0.006317253505401706,-0.005963362874706551,-0.0071259579627286455
0.005725228432819033,-0.007226089721621448,-0.008525589000719577,-0.008848425183842611
0.006623390389690504,-0.004636360901781248,-0.0027567861057221,-0.004528399798263612
0.009111805975256633,-0.003745013670624039,-0.0010222900938482245,-0.004021625596030101
0.005681017538809006,-0.005755298572794546,-0.0057025354459280825,-0.006218222191591977
0.003704799323599128,-0.00811843429704716,-0.009418516141799302,-0.00902832749553887
0.006573197360555592,-0.007520331823527921,-0.0056670451587459555,-0.009384290549471853
0.006781149919584106,-0.007412499435675745,-0.006112969354951854,-0.008359737468016864
0.007159087842146377,-0.006041269114507526,-0.005512072158067297,-0.006824831101688559
0.010633241935226403,-0.003509538956351735,-0.0018192170868489323,-0.003664016691613136
0.008547018842051616,-0.00702211628559931,-0.006510386227636847,-0.00995701092122478
0.009190209554622738,-0.002319456347390236,-0.0002451339985171507,-0.002427150045491226
0.018152603365510188,-0.0005573895858449794,-0.00024718679223072453,-0.0038886842341036253
0.004806508025762819,-0.008388143856048132,-0.008080205992838936,-0.008636461898969579
0.012243973096619287,-0.0017618811014001468,-0.0018800587122247301,-0.005247643603224129
0.0107647501756028,-0.005471363397059257,-0.0014879110155234213,-0.004303857666337892
0.0076201005115225425,-0.0015141284742958385,-5.6380478523261786e-05,-0.0027357673898140825
0.010808106285590098,-0.0035570557953835584,-0.0022942751534113692,-0.004863837242087656
0.013767194111672203,-0.00435335198379538,-0.000874074511261928,-0.004936711505596662
0.010703488745539228,-0.004996614923129837,-0.0036214187371790326,-0.005801434013718725
0.009667003907190594,-0.002578779341870737,-0.0005943463080102685,-0.004172848417718949
0.009062766844144627,-0.004883604541756187,-0.005921569281765573,-0.005936516521033717
0.005618854816523301,-0.007342563305681441,-0.009355956835350327,-0.00990297424137376
0.010440089257575624,-0.004463184228253414,0.0003282348691193433,-0.007199860110355307
0.006445652750819606,-0.005947644059407774,-0.0038980309708462,-0.005702454591092161
0.006773204427732855,-0.003545279272646985,-0.003408953970466954,-0.006246625748795288
0.0024014213147198894,-0.00876977967953072,-0.0078854357697792,-0.00739093070124393
0.009481328170995082,-0.006504613688592342,-0.0062959021663126485,-0.00960179608935351
0.012700270903758443,-0.0009326628701661675,-0.0013608506986310547,-0.0042937609677675265
0.007230588676849052,-0.0030579141283715383,-0.004275541315498116,-0.003686177566828292
0.010328467578625022,-0.0017216044032430315,-0.003244229861527026,-0.004811682997709848
0.0037236552336929237,-0.005342105714854493,-0.003998682940578134,-0.005630045194765916
0.010490110411314136,-0.0010211803601944227,-0.0007210612316502238,-0.0013753063588406143
0.007692638007293896,-0.004509034606898315,-0.005128906950826201,-0.006464941105960343
0.008743646288589802,-0.005273125019244381,-0.0037061039450976543,-0.006130622990615284
0.008072589245921078,-0.0040461725321851785,-0.005548282718517654,-0.005622542567135517
0.011204446163158239,-0.0024189555196461755,-0.004318756328933065,-0.0027546547636371527
0.012433748356726618,-0.0007855894192153395,-0.002567635898503918,-0.002939708819231815
0.0013307032864420308,-0.006350764651410611,-0.006301614192071871,-0.007084894827006222
0.0031851096236532733,-0.009602698210139132,-0.012412937347394837,-0.010671002896660474
0.00786169969358654,-0.007064683240886402,-0.008387317965819534,-0.007371366758586647
0.005105896367082056,-0.005511878563249592,-0.0032487255753812496,-0.005948022821598159
0.008721063096261285,-0.0014117153061975276,0.0021508886452998,-0.0030673786827061403
0.008850599141026183,-0.003588432761425578,-0.0017717667536705402,-0.0028090581883852537
0.008011712634985976,-0.0051697554951981965,-0.004770174981082085,-0.004773665171264069
0.0055387522165847945,-0.002601174943577916,-0.0014412884818304317,-0.0016064454813909026
0.0024268130988276673,-0.007530860615350246,-0.005829791243741757,-0.0067977037394406905
0.002633183661271359,-0.008148816491293984,-0.009751022090836932,-0.01018873292925781
0.006609108134922976,-0.005023428770937276,-0.0072913379621264715,-0.005599110106073489
0.007891653372672159,-0.00594441998444736,-0.006720896818895836,-0.008272007868420726
0.0002394641871718262,-0.007058974332581689,-0.006911676101427588,-0.006879587489499924
0.008787606334804087,-0.003594294587730945,-0.004435845283388609,-0.005254011741400697
0.00762897896211259,-0.006048071212319679,-0.001967622467357584,-0.007686586316044314
0.0061158395471906934,-0.0064697095840900954,-0.005245634102112317,-0.007567350025083787
0.0035384268123093794,-0.005734668501762424,-0.0032050428606311314,-0.005208583580534439
0.005546123041238671,-0.0049656155022927365,-0.003983221141963352,-0.007008297952061803
0.008467476847234225,-0.0008901848341653334,-0.00015464812850271787,0.00027372612671695525
-0.0017786297764274645,-0.011385161574462437,-0.012511743559413528,-0.011517529205296962
0.01404335566646487,-0.0007441523693380327,-0.0011681483718378404,-0.003109068582837229
0.0032992370018567673,-0.006017354108809529,-0.0037158303009411026,-0.003992076410717148
0.008687204743523396,-0.0034876752079285875,-0.0007304705811664153,-0.0023571925298245503
0.012151205464476383,-0.003301067826941656,-0.0013230839340171417,-0.003371712394949312
0.011229388615570872,-0.0008210957363972502,-0.0008614172521250784,-0.0014537413558891794
0.004770277135728531,-0.0049328239698385075,-0.005354759757940417,-0.00624398016290076
